Fecha_extraccion;Provincia;Localidad;Codigo_postal;Direccion;Margen;Toma_de_datos;Precio;Rotulo;Tipo venta;Rem;Horario;Tipo_servicio
01/08/2020;MADRID;ALCALA DE HENARES        ;28806;CALLE VILLAMALEA, 2;N;01/08/2020 20:45;1,144;GALP;P;OM;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;ARANJUEZ                 ;28300;AVENIDA ANDALUCIA, 115;N;22/07/2020 12:39;1,148;CEPSA;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;PINTO                    ;28320;CARRETERA M-506 KM. 24;D;01/08/2020 20:45;1,149;GALP;P;OM;L-D: 06:30-22:30;L-D: 06:30-22:30 (A)
01/08/2020;MADRID;VILLALBA DE GUADARRAMA;28400;CALLE MATADERO, CARREFOUR LOS VALLES, S/N;N;01/08/2020 20:45;1,149;GALP;P;OM;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;ALCALA DE HENARES        ;28805;POLIGONO ESPARTALES SUR, C/ FEDERICO GARCIA LORCA,, S/N;N;31/07/2020 10:40;1,149;CARREFOUR;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;MADRID                   ;28022;C/ CAMPEZO, 7 km CENTRO COMERCIAL M;N;31/07/2020 14:00;1,149;SHELL;P;OM;L-D: 24H;
01/08/2020;MADRID;SAN SEBASTIAN DE LOS REYES;28700;AVENIDA TENERIFE (DE), 14;N;01/08/2020 00:00;1,149;CEPSA;P;OM;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;LEGANES                  ;28914;CALLE CARLOS SAINZ, SN;I;01/08/2020 00:00;1,149;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;SAN SEBASTIAN DE LOS REYES;28700;AVENIDA PIRINEOS (DE LOS), 21;D;01/08/2020 10:53;1,149;BALLENOIL;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;MADRID                   ;28031;CALLE CERRO DEL MURMULLO, 1;N;01/08/2020 10:53;1,149;BALLENOIL;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;GRIÑON                   ;28971;AVENIDA HUMANES, 171;D;01/08/2020 10:53;1,149;BALLENOIL;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;CABALLO (EL)             ;28890;CALLE CAÑADA DEL POZO, SN;N;01/08/2020 20:45;1,149;GALP;P;OM;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;GETAFE                   ;28906;AVENIDA RÍO GUADALQUIVIR, 13;N;31/07/2020 10:40;1,149;CARREFOUR;P;dm;L-D: 08:00-01:00;L-D: 08:00-01:00 (A)
01/08/2020;MADRID;MADRID                   ;28021;AVENIDA ANDALUCIA, 83;N;31/07/2020 14:00;1,149;SHELL;P;OM;L-D: 24H;"L-V: 00:00-07:00 (D), 07:00-15:00 (P), 15:00-23:59 (D); S-D: 24H (D)"
01/08/2020;MADRID;LEGANES                  ;28914;CALLE MARC GENE, 2;D;01/08/2020 00:00;1,149;BP TARAZA 365;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;COSLADA                  ;28821;AVENIDA ESPAÑA, 118;D;31/07/2020 11:48;1,150;CEPSA;P;dm;L-D: 06:00-00:00;L-D: 06:00-00:00 (A)
01/08/2020;MADRID;PINTO                    ;28320;CARRETERA M506 PK 26 KM. 26;N;01/08/2020 20:45;1,154;GALP;P;OM;L-D: 06:30-23:30;L-D: 06:30-23:30 (A)
01/08/2020;MADRID;TORREJON DE ARDOZ        ;28850;AVENIDA DE LA CONSTITUCION, 108;N;01/08/2020 20:45;1,154;GALP;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
01/08/2020;MADRID;PARLA                    ;28980;CALLE BUENAVISTA, 2;N;01/08/2020 20:45;1,159;GALP;P;OM;L-D: 06:00-23:00;L-D: 06:00-23:00 (A)
01/08/2020;MADRID;COLLADO VILLALBA         ;28400;CARRETERA N-VI KM. 43,2;I;27/07/2020 15:04;1,159;AVIA;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A)
01/08/2020;MADRID;FUENLABRADA              ;28946;CARRETERA M-506 KM. 16,300;N;31/07/2020 13:10;1,159;GALP;P;dm;"L-X: 06:00-23:00; J-V: 06:00-00:00; S: 07:00-00:00; D: 07:00-23:00";"L-X: 06:00-23:00 (A); J-V: 06:00-00:00 (A); S: 07:00-00:00 (A); D: 07:00-23:00 (A)"
01/08/2020;MADRID;SAN SEBASTIAN DE LOS REYES;28700;N-I  (BURGOS-MADRID) km 24,100;I;30/07/2020 14:50;1,159;SETOR;P;dm;"L-V: 06:00-23:00; S-D: 07:00-00:00";"L-V: 06:00-23:00 (A); S-D: 07:00-00:00 (A)"
01/08/2020;MADRID;ARROYOMOLINOS            ;28939;FRESADORES, 19;N;28/07/2020 11:10;1,159;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;VALDEMORO                ;28340;CALLE ARTURO DUPERIER, S/N;N;28/07/2020 11:10;1,159;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;PINTO                    ;28320;CALLE COTO DE DOÑANA, 1;D;01/08/2020 00:00;1,159;CEPSA A4 PINTO 365;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;PINTO                    ;28320;CALLE ARENAS (DE LAS), 2;D;01/08/2020 00:00;1,159;CEPSA LAS ARENAS 365;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;VILLA DEL PRADO          ;28630;CALLE JUAN MARIA LEONET ZABALA, 19;D;23/07/2020 17:14;1,159;CASTROIL;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;ALCORCON                 ;28095;CALLE TELECOMUNICACIONES, 2;D;27/07/2020 12:22;1,160;SOLNER;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;ALDEHUELA Y LA TORRECILLA (LA);28909;CALLE DIESEL, 9;D;31/07/2020 13:50;1,161;CONFORT AUTO;P;dm;"L-V: 06:00-22:00; S: 08:00-13:00";"L-V: 06:00-22:00 (A); S: 08:00-13:00 (A)"
01/08/2020;MADRID;SAN MARTIN DE LA VEGA    ;28330;CARRETERA M-506 KM. 46,500;D;27/07/2020 08:18;1,162;INDUSTRIAL LOS ANGELES;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
01/08/2020;MADRID;TALAMANCA DE JARAMA      ;28160;CR M-103, 23,5;I;27/07/2020 14:26;1,165;BLANCO;P;dm;L-D: 06:00-13:59 y 14:00-22:00;L-D: 06:00-13:59 (A), 14:00-22:00 (A)
01/08/2020;MADRID;ARANJUEZ                 ;28300;CARRETERA MADRID CADIZ KM. 11;N;01/08/2020 00:00;1,169;CEPSA;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (A)
01/08/2020;MADRID;LEGANES                  ;28912;AVENIDA FUENLABRADA, 16;D;01/08/2020 00:00;1,169;BP;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;LEGANES                  ;28914;CALLE ARROYO DEL SOTO, 2;N;01/08/2020 06:50;1,169;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;COLMENAR VIEJO           ;28770;CALLE C.C. ALCAMPO, C/. TEJERA, 2;N;23/07/2020 15:53;1,169;ALCAMPO;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;ALCORCON                 ;28095;CALLE LAGUNA, 88;N;01/08/2020 10:53;1,169;BALLENOIL;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;TORREJON DE ARDOZ        ;28850;CALLE LOECHES, S/N;N;27/07/2020 10:58;1,169;CARREFOUR;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A)
01/08/2020;MADRID;ALCORCON                 ;28925;CALLE ALPEDRETE, 12;D;27/07/2020 10:53;1,169;BENZOE;P;dm;"L-V: 08:00-20:00; S: 09:00-14:00";"L-V: 08:00-20:00 (A); S: 09:00-14:00 (A)"
01/08/2020;MADRID;LEGANES                  ;28918;AVENIDA PUERTA DEL SOL, 2;N;31/07/2020 10:40;1,169;CARREFOUR;P;dm;L-D: 06:00-02:00;L-D: 06:00-02:00 (A)
01/08/2020;MADRID;TRES CANTOS              ;28760;CALLE YUNQUE, 6;D;31/07/2020 13:32;1,172;CEPSA;P;dm;L-D: 06:00-00:00;L-D: 06:00-00:00 (A)
01/08/2020;MADRID;MADRID                   ;28034;CR M-607, 11,7;D;31/07/2020 11:09;1,175;PETROLANDIA;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;PINTO                    ;28320;CALLE SIERRA NEVADA, 5;N;01/08/2020 00:00;1,179;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;MADRID                   ;28021;AVENIDA REAL DE PINTO, 106;N;27/07/2020 00:00;1,179;GALP;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;ALCORCON                 ;28921;CALLE POLVORANCA, 158;N;01/08/2020 14:00;1,179;SHELL;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;MEJORADA DEL CAMPO       ;28840;CALLE ARAGON, 18;N;23/07/2020 11:26;1,179;SUPER OIL;P;dm;L: 06:00-23:00;L: 06:00-23:00 (A)
01/08/2020;MADRID;COLMENAR VIEJO           ;28770;CALLE CERRO SAN PEDRO, 4;D;21/07/2020 12:53;1,179;MERODIO;P;dm;L: 07:00-23:00;L: 07:00-23:00 (A)
01/08/2020;MADRID;FUENTE EL SAZ DE JARAMA  ;28140;CARRETERA M-117 KM. 3,100;D;31/07/2020 15:00;1,179;SHELL;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (A)
01/08/2020;MADRID;PINTO                    ;28320;CALLE COTO DE DOÑANA (DEL), 6;N;01/08/2020 00:01;1,179;BP NASSICA 365;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;SAN FERNANDO DE HENARES  ;28830;CARRETERA NACIONAL II KM. 16;N;31/07/2020 10:40;1,179;CARREFOUR;P;dm;L-D: 08:00-22:00;L-D: 08:00-22:00 (A)
01/08/2020;MADRID;MADRID                   ;28031;CARRETERA VILLAVERDE A VALLECAS KM. 248;I;01/08/2020 00:00;1,179;CEPSA VALLECAS-LA ATALAYUELA 365;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;ALGETE                   ;28110;CARRETERA M - 106 KM. 3,100;I;27/07/2020 09:57;1,185;REPSOL;P;dm;L-D: 06:00-23:00;L-D: 06:00-23:00 (A)
01/08/2020;MADRID;ALGETE                   ;28110;CARRETERA M-106 KM. 3,100;D;27/07/2020 09:57;1,185;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;ARANJUEZ                 ;28300;CALLE REINA (DE LA), 20;N;27/07/2020 15:00;1,189;EMBOCADOR;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (P)
01/08/2020;MADRID;PEZUELA DE LAS TORRES    ;28812;CARRETERA COMARCAL M236 KM. 51,600;I;01/08/2020 00:00;1,189;REPSOL;P;OM;L: 07:00-22:00;L: 07:00-22:00 (A)
01/08/2020;MADRID;SAN SEBASTIAN DE LOS REYES;28700;CL AVDA TENERIFE, 18;D;01/08/2020 00:00;1,189;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
01/08/2020;MADRID;ALAMO (EL)               ;28607;CTRA. LOCAL M-404 km 3,640;I;28/07/2020 13:27;1,189;E.S. EL ALAMO, S.L.;P;dm;L-D: 06:00-22:30;L-D: 06:00-22:30 (A)
01/08/2020;MADRID;PINTO                    ;28320;CL.AGUILAS (P. IND. PINTO ESTACIÓN);N;01/08/2020 00:00;1,189;CEPSA;P;dm;L-D: 06:00-23:00;L-D: 06:00-23:00 (A)
01/08/2020;MADRID;SAN FERNANDO DE HENARES  ;28830;AV. CASTILLA, 4;D;20/07/2020 14:08;1,189;GALP;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;VILLALBILLA              ;28810;CARRETERA M-233 KM. 6,800;D;27/07/2020 14:31;1,189;CEPSA;P;dm;L-D: 7:00-22:00;L-D: 7:00-22:00 (A)
01/08/2020;MADRID;SAN MARTIN DE VALDEIGLESIAS;28680;AVENIDA DE MADRID, 34;N;27/07/2020 10:58;1,189;SUPECO;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;ALCORCON                 ;28925;AVENIDA TRANVIA, 4;D;01/08/2020 10:53;1,189;BALLENOIL;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;MADRID                   ;28054;CALLE SINFONIA, 9;D;01/08/2020 10:53;1,189;BALLENOIL;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;MAJADAHONDA              ;28220;CALLE BARBERO DE SEVILLA EL, 1;D;01/08/2020 19:43;1,189;OIL SANCHEZ ROMERO;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;MADRID                   ;28037;CALLE ALBASANZ, 69;I;01/08/2020 10:53;1,194;BALLENOIL;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;HORCAJO DE LA SIERRA     ;28755;N-1 km 87;I;28/07/2020 00:16;1,195;Q8;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;ALCOBENDAS               ;28100;AVENIDA MONTE DE VALDELATAS, 5;N;31/07/2020 22:00;1,196;BP EL SAPO-ALCOBENDAS;P;dm;L-D: 06:00-13:59 y 14:00-22:00;L-D: 06:00-13:59 (A), 14:00-22:00 (A)
01/08/2020;MADRID;LOZOYA                   ;28742;CARRETERA M-604 KM. 14,100;D;01/08/2020 10:09;1,199;REPSOL;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A)
01/08/2020;MADRID;LOZOYA                   ;28742;CARRETERA M-604,KM.14.100 KM. 14,100;I;01/08/2020 10:06;1,199;REPSOL;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A)
01/08/2020;MADRID;MADRID                   ;28044;AVENIDA CARABANCHEL ALTO, 180;D;27/07/2020 11:49;1,199;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;GALAPAGAR                ;28260;M-505 km 15,5;D;20/07/2020 11:33;1,199;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;MADRID                   ;28026;CL ANTONIO LOPEZ, 244;D;27/07/2020 15:05;1,199;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;MEJORADA DEL CAMPO       ;28840;CARRETERA M208 KM. 9,600;I;27/07/2020 08:39;1,199;FRII;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;GETAFE                   ;28905;CALLE MADRID, 143;I;31/07/2020 06:00;1,199;REPSOL;P;dm;"L-S: 06:00-00:00; D: 07:00-00:00";"L-S: 06:00-23:59 (P); D: 07:00-23:59 (P)"
01/08/2020;MADRID;GETAFE                   ;28901;CARRETERA MADRID TOLEDO KM. 12;D;01/08/2020 00:00;1,199;CEPSA;P;OM;"L-V: 06:00-23:00; S-D: 07:00-23:00";"L-V: 06:00-23:00 (A); S-D: 07:00-23:00 (A)"
01/08/2020;MADRID;GETAFE                   ;28901;CARRETERA MADRID-TOLEDO KM. 10;I;01/08/2020 00:00;1,199;CEPSA;P;OM;"L-V: 06:00-23:59; S-D: 07:00-23:00";"L-V: 06:00-23:59 (A); S-D: 07:00-23:00 (A)"
01/08/2020;MADRID;ALCALA DE HENARES        ;28802;N-II km 29,000;D;01/08/2020 20:45;1,199;GALP;P;OM;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;ALCALA DE HENARES        ;28802;N-II km 29,000;I;01/08/2020 20:45;1,199;GALP;P;OM;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;MOLAR (EL)               ;28710;AUTOVIA A-1 KM. 40,2;D;31/07/2020 23:00;1,199;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;MOLAR (EL)               ;28710;AUTOVIA N-1 KM. 40,2;I;31/07/2020 23:00;1,199;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;POZUELO DE ALARCON       ;28223;CALLE BARLOVENTO, 30;N;31/07/2020 23:00;1,199;REPSOL;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A)
01/08/2020;MADRID;MAJADAHONDA              ;28220;POLIGONO EL CARRALERO II, C/ DE LAS MORERAS, , PARCELA 37, 2;N;31/07/2020 10:40;1,199;CARREFOUR;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;RIVAS-VACIAMADRID        ;28529;POLIGONO SANTA ANA, AVDA DE LA TECNICA, S/N;N;31/07/2020 10:40;1,199;CARREFOUR;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;MADRID                   ;28051;CALLE ADOLFO BIOY CASARES 2, 2;N;31/07/2020 10:40;1,199;CARREFOUR;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;GETAFE                   ;28905;AVDA ARCAS DE AGUA SN;D;01/08/2020 20:45;1,199;GALP;P;OM;L-D: 06:30-22:30;L-D: 06:30-22:30 (A)
01/08/2020;MADRID;ROZAS DE MADRID (LAS)    ;28230;CALLE CABO RUFINO LAZARO, 7;D;01/08/2020 10:53;1,199;BALLENOIL;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;ALCORCON                 ;28095;CALLE LAGUNA, 36;D;01/08/2020 14:00;1,199;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;VILLAVICIOSA DE ODON     ;28670;AVENIDA QUITAPESARES, 33;D;01/08/2020 10:53;1,199;BALLENOIL;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;MADRID                   ;28021;CALLE HULLA, 22;N;31/07/2020 22:30;1,199;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;ALCOBENDAS               ;28100;AVENIDA MARQUES DE LA VALDAVIA, 132;D;31/07/2020 00:00;1,199;REPOSTA ALCOBENDAS;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;COSLADA                  ;28820;AVENIDA CONSTITUCION (DE LA), 28;D;31/07/2020 09:22;1,199;Q8;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;ALCALA DE HENARES        ;28801;CALLE PERU, 31;N;27/07/2020 11:51;1,199;ENERGY;P;dm;L: 06:00-21:00;L: 06:00-21:00 (A)
01/08/2020;MADRID;MANZANARES EL REAL       ;28410;CARRETERA M-607 KM. 46;I;01/08/2020 07:47;1,200;CEPSA;P;dm;L: 07:00-23:00;L: 07:00-23:00 (A)
01/08/2020;MADRID;COLMENAR VIEJO           ;28770;PASEO DE LA HERMITA DE STA. ANA, 2;N;01/08/2020 20:45;1,204;GALP;P;OM;L-D: 05:00-23:00;L-D: 05:00-23:00 (A)
01/08/2020;MADRID;FUENLABRADA              ;28944;CALLE LUIS SAUQUILLO, 92;N;01/08/2020 20:45;1,204;GALP;P;OM;L-S: 06:00-23:00;L-S: 06:00-23:00 (A)
01/08/2020;MADRID;FUENLABRADA              ;28946;CARRETERA N-401 KM. 17,400;D;01/08/2020 20:45;1,204;GALP;P;OM;"L-V: 06:00-22:00; S-D: 07:00-15:00";"L-V: 06:00-22:00 (A); S-D: 07:00-15:00 (A)"
01/08/2020;MADRID;FUENLABRADA              ;28945;Avda de la Hispanidad 20;N;01/08/2020 20:45;1,204;GALP;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
01/08/2020;MADRID;MADRID                   ;28051;AVENIDA MAYORAZGO, 20;N;01/08/2020 20:45;1,204;GALP;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
01/08/2020;MADRID;VILLANUEVA DE LA CAÑADA  ;28691;AVENIDA SIERRA DE GUADARRAMA, 10;D;01/08/2020 10:53;1,208;BALLENOIL;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;POZUELO DE ALARCON       ;28223;CALLE LUIS BUÑUEL, 3;N;31/07/2020 10:40;1,209;CARREFOUR;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;ROZAS DE MADRID (LAS)    ;28230;CARRETERA MADRID-LA CORUÑA KM. 22;N;31/07/2020 10:40;1,209;CARREFOUR;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;VILLALBILLA              ;28810;CARRETERA ALCALA VILLAR DEL OLMO (DE) M-204 KM. 39;I;27/07/2020 12:46;1,209;BP VILLALBILLA;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
01/08/2020;MADRID;TORREJON DE VELASCO      ;28990;CARRETERA M-404 KM. 31;I;30/07/2020 10:52;1,209;CEPSA;P;dm;"L-V: 07:00-23:00; S: 08:00-22:00; D: 09:00-22:00";"L-V: 07:00-23:00 (A); S: 08:00-22:00 (A); D: 09:00-22:00 (A)"
01/08/2020;MADRID;TORRELAGUNA              ;28180;CALLE MALACUERA, 63;D;27/07/2020 08:02;1,209;REPSOL;P;dm;L-D: 06:30-22:30;L-D: 06:30-22:30 (A)
01/08/2020;MADRID;SAN SEBASTIAN DE LOS REYES;28700;CL REAL  (ANTIGUA N-1), 120;I;01/08/2020 00:00;1,209;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
01/08/2020;MADRID;ALGETE                   ;28110;CR ALGETE KM  5,80;N;30/07/2020 05:45;1,209;BP ALGETE;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
01/08/2020;MADRID;MAJADAHONDA              ;28220;CARRETERA M-516 KM. 0,1;I;27/07/2020 08:46;1,209;CEPSA;P;dm;L: 06:00-00:59;L: 06:00-00:59 (A)
01/08/2020;MADRID;GETAFE                   ;28901;CALLE CALVARIO, 10;D;28/07/2020 06:01;1,209;BAGARCIVA;P;dm;"L-V: 06:00-23:00; S: 07:30-23:00; D: 08:00-21:00";"L-V: 06:00-23:00 (A); S: 07:30-23:00 (A); D: 08:00-21:00 (A)"
01/08/2020;MADRID;TORREJON DE ARDOZ        ;28850;CALLE LONDRES, 30;N;27/07/2020 10:22;1,209;BP GASOLEOS TORREJÓN;P;dm;L-D: 06:00-00:00;L-D: 06:00-00:00 (A)
01/08/2020;MADRID;FUENTE EL SAZ DE JARAMA  ;28140;CL TORRELAGUNA, 78;D;27/07/2020 10:03;1,209;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;SEVILLA LA NUEVA         ;28609;CARRETERA M-600 KM. 44;D;31/07/2020 20:30;1,209;GALP;P;OM;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;SEVILLA LA NUEVA         ;28609;CARRETERA M-600 KM. 44;I;31/07/2020 20:30;1,209;GALP;P;OM;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;ROZAS DE MADRID (LAS)    ;28230;CTRA. N-VI km 21,700;N;01/08/2020 20:45;1,209;GALP;P;OM;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;MADRID                   ;28031;AUTOVIA A-3 KM. 7,1;D;01/08/2020 00:00;1,209;CEPSA;P;OM;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;MADRID                   ;28031;AUTOVIA A-3 KM. 7,1;I;01/08/2020 00:00;1,209;CEPSA;P;OM;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;MADRID                   ;28032;AVENIDA DAROCA,336;N;01/08/2020 07:00;1,209;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;COBEÑA                   ;28863;CARRETERA M-103 KM. 6,210;I;30/07/2020 14:50;1,209;CEPSA;P;dm;"L-V: 06:30-15:30; S-D: 09:00-18:00";"L-V: 06:30-15:30 (A); S-D: 09:00-18:00 (A)"
01/08/2020;MADRID;VALDETORRES DE JARAMA    ;28150;CALLE ARROYO DE LA HIRUELA, 2;D;27/07/2020 11:34;1,209;BASIC;P;dm;L-D: 06:00-23:00;L-D: 06:00-23:00 (A)
01/08/2020;MADRID;SAN AGUSTIN DEL GUADALIX ;28750;AUTOVIA A 1 KM. 34;D;31/07/2020 10:05;1,209;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;BRUNETE                  ;28690;CALLE REAL DE SAN SEBASTIAN, 68;D;22/07/2020 08:51;1,209;CHEAPOIL;P;dm;L-D: 08:00-22:00;L-D: 08:00-22:00 (A)
01/08/2020;MADRID;GETAFE                   ;28906;CALLE PITAGORAS, 1;I;27/07/2020 11:42;1,209;GASOLEOS GETAFE, S.L.;P;dm;"L-V: 08:00-20:00; S: 10:00-13:00";"L-V: 08:00-20:00 (A); S: 10:00-13:00 (A)"
01/08/2020;MADRID;SAN MARTIN DE LA VEGA    ;28330;CARRETERA M-506 KM. 36,330;I;27/07/2020 18:15;1,209;OLIVAR ALTO 24H;P;dm;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;FUENTE EL SAZ DE JARAMA  ;28140;CAMINO VALDETORRES (DE), 1;D;23/07/2020 11:18;1,209;CEPSA;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A)
01/08/2020;MADRID;MORALZARZAL              ;28411;CARRETERA COMARCAL 608 KM. 35,2;D;27/07/2020 12:08;1,214;MEROIL;P;dm;L-D: 07:00-22:30;L-D: 07:00-22:30 (A)
01/08/2020;MADRID;MAJADAHONDA              ;28220;CALLE MARIANO ALCARAZ, POL IND EL CARRALERO, SN;N;01/08/2020 20:45;1,214;GALP;P;OM;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;SAN SEBASTIAN DE LOS REYES;28700;AUTOVIA NACIONAL I KM. 26,200;N;01/08/2020 20:45;1,214;GALP;P;OM;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;COSLADA                  ;28821;AVENIDA DEL JARAMA, 19;N;01/08/2020 20:45;1,214;GALP;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
01/08/2020;MADRID;COSLADA                  ;28821;AVENIDA SAN PABLO,ESQUINA C/INGENIERO FERNANDEZ, 40;N;31/07/2020 20:30;1,214;GALP;P;OM;L-D: 06:30-22:00;L-D: 06:30-22:00 (A)
01/08/2020;MADRID;SAN LORENZO DE EL ESCORIAL;28200;C/Las Pozas, s/n - P.I. Matacuervos;N;01/08/2020 20:45;1,214;GALP;P;OM;L-D: 05:00-23:00;L-D: 05:00-23:00 (A)
01/08/2020;MADRID;MOSTOLES                 ;28937;CARRETERA SIMÓN HERNÁNDEZ, 61 KM. ;N;01/08/2020 20:45;1,214;GALP;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
01/08/2020;MADRID;VILLANUEVA DE PERALES    ;28609;CARRETERA M-501 KM. 27;D;01/08/2020 20:45;1,214;GALP;P;OM;L-D: 24H;L-D: 24H (A)
01/08/2020;MADRID;VILLANUEVA DE PERALES    ;28609;CARRETERA M-501 KM. 26,800;I;01/08/2020 20:45;1,214;GALP;P;OM;L-D: 06:00-20:30;L-D: 06:00-20:30 (A)
01/08/2020;MADRID;FORTUNA                  ;28917;CALLE SAN BERNARDO, S/N;D;01/08/2020 00:00;1,215;CAMPSA;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
01/08/2020;MADRID;PARLA                    ;28980;CR PARLA-PINTO, KM.  0.15;D;01/08/2020 00:00;1,215;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
