Provincia;Localidad;Codigo_postal;Direccion;Margen;Toma_de_datos;Precio;Rotulo;Tipo_venta;Rem;Horario;Tipo_servicio;Fecha_extraccion
VALENCIA / VALÈNCIA;MASSANASSA               ;46470;AVENIDA GENERALITAT VALENCIANA, 14;D;27/07/2020 11:09;1,039;BDMED;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
ALMERIA;SAN ISIDRO DE NIJAR      ;04117;CARRETERA A SAN JOSE KM. 2;I;27/07/2020 11:34;1,039;BIO SABOR;R;dm;L-D: 24H;L-D: 24H (A);01/08/2020
GRANADA;BAZA                     ;18800;CARRETERA DE MURCIA S/N KM. S/N;D;29/07/2020 11:49;1,039;E.S MINIOIL ;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
TARRAGONA;REUS                     ;43201;CALLE EIVISSA (D'), 1;D;27/07/2020 10:59;1,039;PETROLOWCOST;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
TARRAGONA;ULLDECONA                ;43550;CALLE MAJOR, 212;D;31/07/2020 13:00;1,039;ESCLATOIL;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
ALBACETE;VILLARROBLEDO            ;02600;CARRETERA MUNERA KM. 0,500;I;30/07/2020 11:12;1,039;VINICOLA DE VILLARROBLEDO;R;dm;L-D: 24H;L-D: 24H (A);01/08/2020
MADRID;FUENLABRADA              ;28942;CALLE ENEBRO, 17;D;31/07/2020 16:30;1,039;PLENOIL;P;dm;L-D: 24H;L-D: 24H (D);01/08/2020
CORUÑA (A);GRELA (LA)               ;15008;CALLE SEVERO OCHOA, 27;D;31/07/2020 14:00;1,039;PETROPRIX;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
MURCIA;CARTAGENA   ;30310;AVENIDA JUAN CARLOS I  EN  CARTAGENA, 91;D;27/07/2020 13:09;1,039;GASEXPRESS;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
LLEIDA;TORA                     ;25750;CTRA. ANDORRA, S/N (C1412 km 23,42);D;27/07/2020 11:26;1,040;E.S.MAS;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A);01/08/2020
TOLEDO;BELVIS DE LA JARA        ;45660;PASEO LOS OLIVAREROS, 1;N;27/07/2020 09:23;1,040;PETROJARA;R;dm;L-D: 24H;L-D: 24H (A);01/08/2020
TOLEDO;CONSUEGRA                ;45700;CTRA. DE LOS YEBENES, 24,8;N;28/07/2020 18:34;1,040;COOP. EL AMARGUILLO;R;dm;L-D: 24H;L-D: 24H (A);01/08/2020
TERUEL;PORTELLADA (LA)          ;44589;CALLE OLIVARETS, S/N;N;20/07/2020 11:29;1,040;SERAGAS S.A.T. 5ARA;R;dm;L-D: 24H;;01/08/2020
MURCIA;TOTANA                   ;30850;CARRETERA MAZARRON KM. 2;D;27/07/2020 13:01;1,040;COATO;P;dm;L-S: 08:00-22:00;L-S: 08:00-22:00 (A);01/08/2020
GRANADA;BENALUA DE LAS VILLAS    ;18564;PUENTE DEL VENTORRO S/N;D;28/07/2020 16:44;1,040;SAN SEBASTIAN;R;dm;L-S: 08:00-21:00;L-S: 08:00-21:00 (A);01/08/2020
CIUDAD REAL;ALBALADEJO               ;13340;AVENIDA DE LA MANCHA, 21;N;27/07/2020 08:17;1,040;UNION SANTIAGO Y SAN MIGUEL S. COOP. DE C-LM;R;dm;L-D: 24H;L-D: 24H (D);01/08/2020
JAEN;BEAS DE SEGURA           ;23280;CARRETERA BEAS DE SEGURA A CORTIJOS NUEVOS KM. 3;D;27/07/2020 11:38;1,040;SAN JUAN DE LA CRUZ;R;dm;L-D: 08:00-22:00;L-D: 08:00-22:00 (A);01/08/2020
CIUDAD REAL;TERRINCHES               ;13341;AVENIDA CONSTITUCION, S/N;D;28/07/2020 10:45;1,040;E.S.STO.DOMINGO DE GUZMAN;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
ALMERIA;EJIDO (EL)               ;04700;CALLE MARSELLA, S/N;N;27/07/2020 09:47;1,040;AGROPONIENTE;P;dm;L-V: 07:00-22:00 S: 07:00-15:00;L-V: 07:00-22:00 (A) S: 07:00-15:00 (A);01/08/2020
JAEN;TORREDELCAMPO            ;23640;CTRA. DE MEGATIN, S/N km 68;D;28/07/2020 09:11;1,041;OLEOCAMPO, S.COOP.AND. DE 2º GRADO;P;dm;L-D: 06:30-22:30;L-D: 06:30-22:30 (A);01/08/2020
TARRAGONA;TARRAGONA;43006;CALLE COURE DEL  EN  TORREFORTA, 9;D;27/07/2020 10:19;1,041;EXOIL;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
PALMAS (LAS);PALMAS DE GRAN CANARIA (LAS);35008;CL ATINDANA, 2;N;27/07/2020 12:15;1,042;BP PUERTO DE LA LUZ;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
TOLEDO;NAVAHERMOSA              ;45150;CAMINO MALENA, S/N;N;27/07/2020 10:22;1,042;GAMOSA, S COOP DE CLM;R;dm;L-D: 24H;L-D: 24H (A);01/08/2020
LLEIDA;JUNEDA                   ;25430;CARRETERA N-240 km 73;D;29/07/2020 16:24;1,042;AGROPECUARIA DE JUNEDA;A;dm;L-D: 24H;L-D: 24H (A);01/08/2020
CUENCA;VILLAGARCIA DEL LLANO    ;16236;CALLE EXTRARRADIO, S/N;N;30/07/2020 14:47;1,043;IMPERIO SDAD. COOP. DE CLM;R;dm;L-D: 24H;L-D: 24H (D);01/08/2020
BARCELONA;MANRESA                  ;08240;AVENIDA DELS DOLORS, 5;N;01/08/2020 20:45;1,044;GALP;P;OM;L: 06:00-22:00;L: 06:00-22:00 (A);01/08/2020
BARCELONA;PIERA                    ;08784;Ctra Martorell - Capellades km 9,600;N;01/08/2020 20:45;1,044;GALP;P;OM;L-D: 24H;L-D: 24H (A);01/08/2020
ZARAGOZA;ALAGON                   ;50630;VIA TORREMATA, 5;N;29/07/2020 11:51;1,044;SANANTONIO;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
MURCIA;MOLINA DE SEGURA         ;30500;CALLE SOL (LA ESTRELLA), 4;D;29/07/2020 18:08;1,044;APELLAN;P;dm;L-V: 06:00-23:00 S-D: 07:30-22:00;L-V: 06:00-23:00 (A) S-D: 07:30-22:00 (A);01/08/2020
ALICANTE;SANTA POLA               ;03130;CARRETERA SANTA POLA KM. 21;D;29/07/2020 10:26;1,044;VCC SANTA POLA;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
CORUÑA (A);LARAXE;15622;CARRETERA N-651 KM. 25,1;D;27/07/2020 10:43;1,045;CARBUGAL LARAXE;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);01/08/2020
CORUÑA (A);CAMPO LONGO              ;15614;CARRETERA N-651 KM. 16;D;27/07/2020 00:00;1,045;CC OIL;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);01/08/2020
CORDOBA;CASTRO DEL RIO           ;14840;RONDA NORTE, S/N;D;31/07/2020 14:29;1,045;RIOSOL;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
BARCELONA;IGUALADA                 ;08700;CALLE ALEMANYA, 3;D;27/07/2020 13:37;1,045;FER PREU JUST;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
ALICANTE;SANTA POLA               ;03130;CARRETERA ELCHE SANTA POLA KM. 34;D;31/07/2020 16:30;1,045;PLENOIL;P;dm;L-D: 24H;L-D: 24H (D);01/08/2020
CORUÑA (A);CAMPO LONGO              ;15614;CARRETERA N-651 KM. 16;I;27/07/2020 00:00;1,045;CC OIL;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);01/08/2020
VALENCIA / VALÈNCIA;NAQUERA                  ;46119;CALLE BOREAS, 1;D;22/07/2020 18:05;1,045;GASOLWIN;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
NAVARRA;TUDELA                   ;31500;POL. INDUSTRIAL MUNICIPAL (VIAL  TRANS.1, PARCELA 2);N;29/07/2020 20:29;1,046;TGT;P;dm;L-S: 08:00-20:30;L-S: 08:00-20:30 (A);01/08/2020
MALAGA;VILLANUEVA DE ALGAIDAS   ;29310;PARQUE EMPRESARIAL, PARCELA 38;N;27/07/2020 11:38;1,046;OLEOALGAIDAS;R;dm;L-D: 06:00-00:00;L-D: 06:00-00:00 (A);01/08/2020
LLEIDA;MAIALS                   ;25179;CARRETERA C45-CTRA. MAIALS A SERÒS KM. 0,5;I;31/07/2020 12:04;1,046;AUTOSERVEI 24 H;P;dm;L-V: 08:00-13:00 y 15:00-19:00 S-D: 24H;L-V: 08:00-13:00 (A), 15:00-19:00 (A) S-D: 24H (A);01/08/2020
MURCIA;MOLINA DE SEGURA         ;30500;AV. CIUDAD DEL TRANSPORTE, S/N;N;29/07/2020 14:00;1,047;FROET-GAS;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
MURCIA;LORCA                    ;30800;AUTOVIA LORCA -AGUILAS KM. 0,800;D;27/07/2020 20:37;1,047;EL REMOLINO;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
MURCIA;LORCA                    ;30800;CARRETERA CARRAVACA A AGUILAS KM. 63,800;I;27/07/2020 09:22;1,047;PETROLORCA,S.L;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
JAEN;VALDEPEÑAS DE JAEN       ;23150;CARRETERA DE JAEN KM2;D;27/07/2020 13:38;1,047;SAN ISIDRO;R;dm;L-S: 09:00-14:00 y 16:30-19:30;L-S: 09:00-14:00 (A), 16:30-19:30 (A);01/08/2020
MURCIA;LORCA                    ;30800;AUTOVIA LORCA AGUILAS KM. 1,850;D;20/07/2020 09:39;1,047;JR CAMPILLO;P;dm;L-D: 06:00-23:59;L-D: 06:00-23:59 (A);01/08/2020
MURCIA;SAN GINES                ;30169;AVENIDA FUENTE ALAMO, 1;D;29/07/2020 14:00;1,047;FROET-GAS;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
VALENCIA / VALÈNCIA;MASSANASSA               ;46470;CALLE POLIESPORTIU, 5;D;01/08/2020 10:53;1,047;BALLENOIL;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
VALENCIA / VALÈNCIA;XATIVA                   ;46800;CARRETERA ALZIRA KM. 13;D;01/08/2020 10:53;1,047;BALLENOIL;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
ALICANTE;JAVEA/XÀBIA              ;03730;AVENIDA PALMELA, 47;D;31/07/2020 16:30;1,047;PLENOIL;P;dm;L-D: 24H;L-D: 24H (D);01/08/2020
ALMERIA;HUERCAL-OVERA            ;04600;CARRETERA ESTACION KM. 159;D;31/07/2020 16:30;1,047;PLENOIL;P;dm;L-D: 24H;L-D: 24H (D);01/08/2020
BARCELONA;BARCELONA                ;08018;CALLE PERE IV, 79;N;27/07/2020 13:14;1,048;EVOLUTION;P;dm;L-V: 05:30-22:00 S: 08:00-22:00 D: 08:00-20:00;L-V: 05:30-22:00 (A) S: 08:00-22:00 (A) D: 08:00-20:00 (A);01/08/2020
VALENCIA / VALÈNCIA;MASSANASSA               ;46470;CALLE SEQUIA, SEGON BRAC PARCELA, 52;N;31/07/2020 17:00;1,048;COOP.+SAN+PEDRO;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
BARCELONA;BADALONA                 ;08912;CALLE INDUSTRIA, 371;N;27/07/2020 13:09;1,048;EVOLUTION;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
VALENCIA / VALÈNCIA;ALBORAYA                 ;46120;C.C.ALCAMPO km A-7 SAL 2;N;25/07/2020 09:27;1,048;ALCAMPO S.A.;P;dm;L-D: 24H;L-S: 00:00-07:00 (D), 07:00-22:00 (A), 22:00-23:59 (D) D: 24H (D);01/08/2020
ALMERIA;EJIDO (EL)               ;04700;CARRETERA DE ALMERIMAR KM. 3;D;18/07/2020 14:36;1,048;E.S. CAMPOEJIDO CTRA ALMERIMAR;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
NAVARRA;CORDOVILLA               ;31191;Bº LA  MOREA S/N (C.C. LECLERQ);N;31/07/2020 14:37;1,048;E.LECLERC;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
ALMERIA;ROQUETAS DE MAR          ;04740;CARRETERA DE LA MOJONERA KM. 285;N;18/07/2020 14:37;1,048;E.S. CAMPOEJIDO ROQUETAS;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
TOLEDO;MADRIDEJOS               ;45710;CTRA. ANTIGUA N-IV, KM. 118;D;28/07/2020 11:19;1,048;CABEZA DEL CONDE;R;dm;L-D: 24H;L-D: 24H (A);01/08/2020
MALAGA;ANTEQUERA                ;29200;CARRETERA CORDOBA KM. 0,8;D;20/07/2020 12:19;1,048;SCA-N-331;R;dm;L-S: 08:00-20:00;L-S: 08:00-20:00 (A);01/08/2020
ALMERIA;PUENTE DEL RIO           ;04779;AVENIDA LEGION ESPAÑOLA, 2;D;27/07/2020 12:41;1,048;CAMPOADRA;P;dm;L-D: 24H;L-S: 00:00-07:00 (D), 07:00-14:00 (A), 14:00-23:59 (D) D: 24H (D);01/08/2020
VALENCIA / VALÈNCIA;LLIRIA                   ;46160;CARRETERA VALENCIA-ADEMUZ KM. 26,200;N;29/07/2020 13:08;1,048;E.S. MONTECOLLADO S.L.;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
VALENCIA / VALÈNCIA;XATIVA                   ;46800;CAMI CEMENTERI, 5;D;27/07/2020 11:43;1,048;LOW COST CIRUGEDA;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
NAVARRA;ZIZUR MAYOR/ZIZUR NAGUSIA;31180;CALLE ARROBIA KALEA, S/N;D;31/07/2020 14:38;1,048;E. LECLERC;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
CORUÑA (A);BERGONDIÑO               ;15165;CARRETERA N-VI KM. 576;D;27/07/2020 10:41;1,049;CARBUGAL CORTIÑAN;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);01/08/2020
CORUÑA (A);PONTEDEUME               ;15600;AVENIDA AVDA RICARDO SANCHEZ, 1;I;27/07/2020 00:00;1,049;COMBUSTIBLES RIO EUME;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
CANTABRIA;TORRELAVEGA              ;39300;PABLO GARNICA S/N, ESQ. PINTOR PANCHO COSSIO;N;31/07/2020 11:15;1,049;AVIA;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);01/08/2020
CORUÑA (A);BETANZOS-O-VELLO         ;15319;CARRETERA CN-651 KM. 2,2;D;31/07/2020 14:25;1,049;GALP;P;OM;L-D: 24H;L-D: 24H (A);01/08/2020
PONTEVEDRA;PARADELA                 ;36659;CARRETERA NAC. 550 KM. 95;I;28/07/2020 06:00;1,049;CRP;P;dm;L-D: 06:00-00:00;L-D: 06:00-00:00 (A);01/08/2020
BARCELONA;LLIÇA DE VALL            ;08185;AVINGUDA PUIGCERDÀ, 8;D;27/07/2020 10:14;1,049;EASYGAS;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
BARCELONA;BARCELONA                ;08005;CALLE TAULAT 15 ESQUINA CIUDAD DE GRANADA, ;N;31/07/2020 12:45;1,049;Q8;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
BARCELONA;HOSPITALET DE LLOBREGAT (L');08901;AVENIDA AVDA. JOSEP TARRADELLAS 76, ;N;31/07/2020 12:45;1,049;Q8;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
BARCELONA;VIC                      ;08500;C/Industria, esquina C/TorrellO , s/n (C.C.CHAMPION);N;31/07/2020 10:40;1,049;SUPECO;P;dm;L-S: 09:00-21:30;L-S: 09:00-21:30 (A);01/08/2020
MURCIA;JUMILLA                  ;30520;CR N-344 KM  81,05;N;27/07/2020 12:46;1,049;RENESUR-EL ALTIPLANO;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
BARCELONA;BARCELONA                ;08019;CALLE PUJADES, 309;N;01/08/2020 00:00;1,049;TAMOIL;P;OM;L-D: 24H;L-D: 24H (A);01/08/2020
VALENCIA / VALÈNCIA;GUADASSUAR               ;46610;C/ Colon, s/n;N;01/08/2020 10:53;1,049;BALLENOIL;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
MURCIA;MOLINA DE SEGURA         ;30500;CARRETERA CTRA MU-411 KM. 5,637;I;27/07/2020 12:22;1,049;RENESUR FENAZAR;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
MURCIA;MONTEAGUDO               ;30160;CARRETERA ALICANTE KM. 6;D;24/07/2020 15:51;1,049;PETROGO;P;dm;L-D: 24H;L-D: 00:00-06:30 (D), 06:30-22:00 (A), 22:00-23:59 (D);01/08/2020
GRANADA;ATARFE                   ;18230;CARRETERA N-432 KM. 429;I;27/07/2020 14:50;1,049;ASC;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (P);01/08/2020
GRANADA;ATARFE                   ;18230;CARRETERA N-432 KM. 429;D;27/07/2020 14:55;1,049;ASC;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (P);01/08/2020
SEVILLA;MORON DE LA FRONTERA     ;41530;AVENIDA DE LA ASUNCION (C.C. EROSKI), S/N;N;27/07/2020 10:48;1,049;FAMILY ENERGY;P;dm;L-S: 07:45-22:15;L-S: 07:45-22:15 (A);01/08/2020
PALMAS (LAS);PALMAS DE GRAN CANARIA (LAS);35005;CALLE LEON Y CASTILLO, 273;N;27/07/2020 12:00;1,049;BP CIUDAD JARDIN ;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
PALMAS (LAS);YAIZA                    ;35570;CARRETERA YAIZA A MONTAÑA DEL FUEGO KM2 KM. 2;N;25/07/2020 00:00;1,049;E.S.YAIZA;P;dm;L-D: 08:00-21:00;L-D: 08:00-21:00 (A);01/08/2020
PALMAS (LAS);ARTENARA                 ;35350;CALLE LOMO EL PUERTO, 0;N;28/07/2020 20:21;1,049;(SIN ROTULO);P;dm;L-D: 08:00-22:00;L-D: 08:00-22:00 (A);01/08/2020
GIRONA;S. JORDI DESVALLS        ;17464;AV.GENERALITAT.25;N;27/07/2020 15:29;1,049;ENCO SANT JORDI;P;dm;L-S: 07:00-21:00 D: 09:00-14:00;L-S: 07:00-21:00 (P) D: 09:00-14:00 (P);01/08/2020
GIRONA;BANYOLES                 ;17820;CRTA. C-150 km 16,700;D;27/07/2020 18:20;1,049;POSTE DE MATA;P;dm;L-D: 24H;L-D: 24H (D);01/08/2020
CORDOBA;PRIEGO DE CORDOBA        ;14800;CTRA. PRIEGO A LUQUE KM 1.6;N;27/07/2020 15:10;1,049;S.C.A.OLIVARERA LA PURISIMA;R;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);01/08/2020
NAVARRA;TUDELA                   ;31500;POLIGONO LAS LABRADAS MANZANA 12;D;27/07/2020 10:16;1,049;EUROCAM;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
TERUEL;TORRECILLA DE ALCAÑIZ    ;44640;CARRETERA CA-2407 km 6,200;D;29/07/2020 14:00;1,049;COOPERATIVA DEL CAMPO SAN ANTONIO ABAD;R;dm;L-D: 24H;L-D: 24H (A);01/08/2020
TERUEL;ALCAÑIZ                  ;44600;CARRETERA ZARAGOZA KM. 117;N;27/07/2020 09:47;1,049;ALCAMPO;P;dm;L-D: 24H;L-D: 00:00-08:30 (D), 08:30-21:30 (A), 21:30-23:59 (D);01/08/2020
MURCIA;CIEZA                    ;30530;POLIGONO LOS PRADOS, 6;N;27/07/2020 18:13;1,049;SERMUCO;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
PONTEVEDRA;SILLEDA                  ;36540;CARRETERA DE SIADOR KM. 1;N;27/07/2020 11:15;1,049;AIRA SILLEDA;P;dm;L-V: 09:00-14:00 y 15:00-20:00 S-D: 10:00-14:00 y 16:00-20:00;L-V: 09:00-14:00 (A), 15:00-20:00 (A) S-D: 10:00-14:00 (A), 16:00-20:00 (A);01/08/2020
TOLEDO;TOLEDO                   ;45004;AUTOVIA 42 KM. 65;D;27/07/2020 10:02;1,049;ALCAMPO;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
ALMERIA;HOJILLA (LA)             ;04850;POLIGONO INDUSTRIAL S/N, 1;D;27/07/2020 19:48;1,049;INDAPAK LOGISTICS;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
GIRONA;GIRONA                   ;17005;CARRETERA DE SANTA COLOMA KM. 106;N;31/07/2020 13:00;1,049;ESCLATOIL;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
ZARAGOZA;ALAGON                   ;50630;AVENIDA LA JAREA, 66;D;01/08/2020 00:01;1,049;OCHOA LORES (LA JAREA);P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
GRANADA;FUENTE VAQUEROS          ;18340;AVENIDA SIERRA ELVIRA, PG.IND. LA FUENTE, 1;D;27/07/2020 14:39;1,049;ASC;P;dm;L-D: 24H;L-D: 00:00-06:00 (D), 06:00-22:00 (P), 22:00-23:59 (D);01/08/2020
CASTELLON / CASTELLO;ONDA                     ;12200;AVENIDA CASTILLA LA MANCHA, 7;D;30/07/2020 02:15;1,049;ONDAMITA OIL;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
MURCIA;SANTOMERA                ;30140;CARRETERA SANTOMERA-ABANILLA KM. 158;D;27/07/2020 09:19;1,049;GRUPO HEFAME;P;dm;L-V: 07:00-23:00 S: 07:00-15:00;L-V: 07:00-23:00 (A) S: 07:00-15:00 (A);01/08/2020
CORDOBA;CASTRO DEL RIO           ;14840;CALLE MOLINOS LOS, 17;D;30/07/2020 10:31;1,049;AGRO DIESEL 10E;R;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);01/08/2020
GIRONA;BESCANO                  ;17162;CARRER CAN CULEBRA, PARCELA 44, S/N;N;31/07/2020 10:18;1,049;PETROLIS DE BARCELONA;P;dm;L-D: 24H;L-D: 24H (D);01/08/2020
CORDOBA;MONTEMAYOR               ;14350;CARRETERA N-331 KM. 35,6;D;29/07/2020 11:25;1,049;JC;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
CIUDAD REAL;MANZANARES               ;13200;CALLE INDUSTRIAL D, 3;N;27/07/2020 13:28;1,049;JESUS DEL PERDON BODEGAS YUNTERO S. COOP. DE C-LM;P;dm;L-D: 24H;L-D: 24H (D);01/08/2020
RIOJA (LA);LOGROÑO                  ;26006;POLIGONO LA PORTALADA III - CL VALSALADO M2 - P4, 1;D;31/07/2020 14:05;1,049;NORPETROL;P;dm;L-D: 24H;L-D: 00:00-05:30 (A), 05:30-23:59 (P);01/08/2020
VALENCIA / VALÈNCIA;TORRENT                  ;46900;CARRETERA MAS DEL JUTGE KM. 21;I;21/07/2020 18:47;1,049;FENIX GESTION;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
VALENCIA / VALÈNCIA;ALCUDIA (L')             ;46250;CALLE REPUBLICA ARGENTINA, S/N;D;01/08/2020 00:00;1,049;CAMPSA EXPRESS;P;OM;L-D: 24H;L-D: 24H (D);01/08/2020
GIRONA;SANTA COLOMA DE FARNERS  ;17430;CALLE FRANCESC MORAGUES, SN;N;31/07/2020 13:00;1,049;ESCLATOIL;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
TARRAGONA;VILA-SECA                ;43480;CARRER JOSEP CARNER, S/N;D;27/07/2020 13:50;1,049;MKTOIL ;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
SEVILLA;CARMONA                  ;41410;CALLE ALABARDERO P.I.EL PILERO, S/N;D;27/07/2020 14:06;1,049;BURBUJAS;P;dm;L-D: 24H;L: 00:00-07:30 (D), 07:30-22:00 (A), 22:00-23:59 (D) M: 00:00-07:30 (D), 07:30-21:00 (A), 21:00-23:59 (D) X: 00:00-07:30 (D), 07:30-22:00 (A), 22:00-23:59 (D) J: 00:00-07:30 (D), 07:30-21:00 (A), 21:00-23:59 (D) V: 00:00-07:30 (D), 07:30-22:00 (A), 22:00-23:59 (D) S-D: 00:00-08:00 (D), 08:00-14:00 (A), 14:00-18:00 (D), 18:00-21:00 (A), 21:00-23:59 (D);01/08/2020
ALMERIA;SAN AGUSTIN              ;04716;CALLE AGUA, 60;D;24/07/2020 14:52;1,049;COHORSAN SCA;P;dm;L-S: 07:00-22:00;L-S: 07:00-22:00 (A);01/08/2020
CORUÑA (A);CORUÑA (A)               ;15008;CALLE ISAAC PERAL, 6;N;27/07/2020 12:23;1,049;MIRAMAR OIL;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
SEVILLA;SEVILLA                  ;41015;CALLE ASTRONOMIA, 3;N;31/07/2020 09:33;1,049;MOOVE;P;dm;L-D: 24H;L-D: 24H (D);01/08/2020
ALICANTE;ALICANTE/ALACANT         ;03112;CALLE MUSICO JOSE TORREGROSA, 33;D;27/07/2020 14:26;1,049;AVANZA;P;dm;L-D: 24H;L-V: 00:00-09:00 (D), 09:00-12:00 (A), 12:00-16:00 (D), 16:00-20:00 (A), 20:00-23:59 (D) S: 00:00-09:00 (D), 09:00-14:00 (A), 14:00-23:59 (D) D: 24H (D);01/08/2020
ALICANTE;ALICANTE/ALACANT         ;03011;AVENIDA NOVELDA, 216;D;31/07/2020 14:00;1,049;PETROPRIX;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
CIUDAD REAL;PUERTOLLANO              ;13500;AVENIDA ANDALUCIA, S/N;D;23/07/2020 11:35;1,049;E.LECLERC;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
CORUÑA (A);CORUÑA (A)               ;15008;AVENIDA ENRIQUE SALGADO TORRES, 9;D;27/07/2020 10:46;1,049;CARBUGAL A GRELA;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
CORUÑA (A);GANDARA                  ;15570;AVENIDA DO MAR, 94;D;27/07/2020 19:37;1,049;SBC ;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
ALBACETE;TOBARRA                  ;02500;AVENIDA GUARDIA CIVIL, 162;D;27/07/2020 18:16;1,049;NTRA. SRA. DE LA ENCARNACION;P;dm;L-D: 06:00-23:00;L-D: 06:00-23:00 (A);01/08/2020
VALENCIA / VALÈNCIA;MANISES                  ;46940;CARRER DEL MAESTRAT, 7;N;30/07/2020 19:28;1,049;BUHO GAS;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
GIRONA;BLANES                   ;17300;AVENIDA EUROPA, 57;D;27/07/2020 12:01;1,049;GM OIL;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
VALENCIA / VALÈNCIA;PUIG                     ;46540;CAMI DEL MAR, S/N;D;27/07/2020 11:10;1,049;BDMED;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
RIOJA (LA);LOGROÑO                  ;26006;CALLE CIRCUNDE, 13;I;31/07/2020 14:00;1,049;PETROPRIX;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
ALICANTE;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;03690;CARRER PERU, 12;D;31/07/2020 16:30;1,049;PLENOIL;P;dm;L-D: 24H;L-D: 24H (D);01/08/2020
CORUÑA (A);CORUÑA (A)               ;15008;CALLE ISAAC PERAL, 44;D;27/07/2020 06:40;1,049;AUTONET&OIL;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
GIRONA;GIRONA                   ;17003;CALLE C DALT DE CAN TURON-C 8 DE MARÇ, S/N;D;31/07/2020 13:00;1,049;ESCLATOIL;P;dm;L-D: 24H;L-D: 24H (A);01/08/2020
SEVILLA;SEVILLA                  ;41015;CALLE ESTRELLA VEGA, 20;D;30/07/2020 14:30;1,049;Q8;P;OM;L-D: 24H;L-D: 24H (A);01/08/2020
